JournalCode,JournalLib,EcritureNum,EcritureDate,CompteNum,CompteLib,CompAuxNum,CompAuxLib,PieceRef,PieceDate,EcritureLib,Debit,Credit,EcritureLet,DateLet,ValidDate,Montantdevise,Idevise,DateRglt,ModeRglt,NatOp,IdClient
AN,A-NOUVEAU,AN0000001,20190101,10130000,Lib_1,,,1,20190101,Ecriture_1,"0,00","1000,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,10611000,Lib_2,,,1,20190101,Ecriture_2,"0,00","100,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,10680000,Lib_3,,,1,20190101,Ecriture_3,"0,00","14147,06",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,16400000,Lib_4,,,1,20190101,Ecriture_4,"0,00","90399,82",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,16410000,Lib_4,,,1,20190101,Ecriture_4,"0,00","100000,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,21810000,Lib_5,,,1,20190101,Ecriture_5,"433,33","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,21830000,Lib_6,,,1,20190101,Ecriture_6,"8676,65","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,21840000,Lib_7,,,1,20190101,Ecriture_7,"2164,68","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,27500000,Lib_8,,,1,20190101,Ecriture_8,"5500,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,28181000,Lib_9,,,1,20190101,Ecriture_9,"0,00","61,26",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,28183000,Lib_10,,,1,20190101,Ecriture_10,"0,00","4488,85",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,28184000,Lib_11,,,1,20190101,Ecriture_11,"0,00","263,79",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40100000,Lib_12,,,1,20190101,Ecriture_12,"4601,50","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40100000,Lib_12,,,1,20190101,Ecriture_13,"0,00","4601,50",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_14,"0,00","15,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_14,"15,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_15,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_16,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_16,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"54,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_17,"0,00","54,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","15,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","39,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"4,35","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"15,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"15,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"15,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","15,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","15,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","15,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","4,35",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"0,00","15,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"15,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"15,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_18,"39,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"0,00","39,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"0,00","39,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"39,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"0,00","39,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"39,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"0,00","39,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"39,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"0,00","39,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"39,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_19,"39,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_20,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_21,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_21,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_21,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_21,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_21,"0,00","9,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_21,"9,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"16,39","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,84","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","16,78",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"12,10","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","12,32",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,87","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"16,35","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","4,53",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","16,70",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,88","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","16,35",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,85",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,88",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,85","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,88","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,85","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"16,50","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","16,50",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"7,44","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"12,16","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","21,27",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,87",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,86","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"2,88","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,86",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,86","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","16,43",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"16,78","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,86",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,85",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"21,27","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","7,44",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"4,53","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"12,23","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"12,32","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","2,88",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","12,23",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","12,10",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","12,16",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"16,43","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","23,03",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","16,39",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"2,02","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","2,02",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"23,03","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"16,70","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,84",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40109788,Lib_13,,,1,20190101,Ecriture_22,"0,00","0,88",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_23,"115,30","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_23,"0,00","115,30",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_24,"99,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_24,"0,00","99,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_25,"0,00","122,94",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_25,"122,94","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_26,"0,00","58,80",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_26,"58,80","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_27,"58,80","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_27,"0,00","58,80",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_28,"301,54","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_28,"0,00","301,54",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_29,"0,00","48,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_29,"48,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_30,"132,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40114293,Lib_14,,,1,20190101,Ecriture_30,"0,00","132,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_31,"0,00","360,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_31,"360,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_32,"250,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_32,"0,00","250,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_33,"0,00","600,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_33,"600,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_34,"0,00","64,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_34,"64,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_35,"0,00","450,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_35,"450,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_36,"0,00","600,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_36,"600,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_37,"100,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115168,Lib_15,,,1,20190101,Ecriture_37,"0,00","100,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115666,Lib_16,,,1,20190101,Ecriture_38,"0,00","575,13",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115666,Lib_16,,,1,20190101,Ecriture_38,"575,13","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115955,Lib_17,,,1,20190101,Ecriture_39,"0,00","300,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40115955,Lib_17,,,1,20190101,Ecriture_39,"300,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40123848,Lib_18,,,1,20190101,Ecriture_40,"330,00","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40123848,Lib_18,,,1,20190101,Ecriture_40,"0,00","330,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_41,"3,99","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_41,"0,00","3,99",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_42,"0,00","2,87",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_42,"0,00","0,18",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_42,"0,41","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_42,"0,00","0,41",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_42,"0,18","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_42,"2,87","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_43,"0,00","3,36",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_43,"3,36","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_44,"1,47","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_44,"0,00","1,47",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"35,31","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"1,68","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"37,83","0,00",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"0,00","35,94",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"0,00","16,09",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"0,00","52,77",,,20200403,,EUR,,,,
AN,A-NOUVEAU,AN0000001,20190101,40125614,Lib_19,,,1,20190101,Ecriture_45,"0,00","35,94",,,20200403,,EUR,,,,
